imdb_id,avg_rating,vote_count
tt0005078,6.5,2933
tt0012349,8.2,140286
tt0013140,7.0,4197
tt0015400,7.7,7305
tt0015864,8.1,123007
tt0016473,7.1,2390
tt0016641,7.8,8121
tt0016884,7.6,4782
tt0017136,8.3,193100
tt0017423,7.3,1586
tt0018183,7.4,982
tt0018618,6.2,1229
tt0019563,7.2,2045
tt0020960,7.3,6263
tt0021749,8.5,205677
tt0021814,7.4,61821
tt0022958,7.3,21558
tt0023196,6.5,4053
tt0023876,5.8,6272
tt0024034,7.3,13405
tt0024481,7.5,8921
tt0025617,6.5,1807
tt0025878,7.9,33680
tt0026071,7.0,5938
tt0026529,7.4,7491
tt0026752,7.6,25674
tt0027125,7.7,21362
tt0027438,7.0,5638
tt0027690,5.6,1432
tt0027948,6.3,2886
tt0028216,7.1,6350
tt0028333,7.5,15066
tt0029843,7.9,55990
tt0029852,6.8,2391
tt0030993,7.8,29140
tt0031679,8.1,125251
tt0031725,7.8,23806
tt0031971,7.8,56173
tt0032143,7.7,15465
tt0032273,7.0,3988
tt0032553,8.4,247684
tt0032976,8.1,153954
tt0033563,7.2,146407
tt0033729,7.7,27718
tt0033870,7.9,170479
tt0034248,7.3,44490
tt0034746,7.0,4005
tt0034902,5.9,2832
tt0035703,7.1,3625
tt0035884,7.3,7268
tt0035959,6.9,3048
tt0036628,6.4,1995
tt0036775,8.3,173849
tt0037008,7.9,53537
tt0037465,6.3,1775
tt0037884,7.9,41600
tt0037913,7.9,29872
tt0038057,7.7,20207
tt0038109,7.5,54253
tt0038213,7.3,2455
tt0038499,6.7,9893
tt0038650,8.6,525054
tt0039416,7.2,18392
tt0040064,7.0,11098
tt0040369,7.4,20469
tt0040522,8.2,184070
tt0040597,6.8,1205
tt0040694,6.8,5845
tt0040724,7.7,36070
tt0040746,7.9,159801
tt0040897,8.2,136674
tt0041838,6.8,9343
tt0041841,7.0,11794
tt0041866,7.2,20061
tt0042192,8.2,143764
tt0042200,6.9,5468
tt0042876,8.2,188241
tt0043014,8.4,247432
tt0043116,6.1,350
tt0043265,7.7,86519
tt0043278,7.1,38000
tt0043338,8.1,40626
tt0043949,7.1,17492
tt0044030,6.8,5541
tt0044079,7.9,145107
tt0044081,7.9,116979
tt0044177,5.7,374
tt0044672,6.5,16644
tt0045125,7.5,6601
tt0045152,8.3,270964
tt0046126,7.0,20933
tt0046247,6.7,12150
tt0046250,8.0,151883
tt0046303,7.6,45839
tt0046435,7.0,7906
tt0046534,7.0,39873
tt0046672,7.2,38665
tt0046912,8.2,196699
tt0046949,6.5,4672
tt0046969,5.3,1690
tt0047437,7.6,72849
tt0047478,8.6,381832
tt0047494,4.6,1850
tt0047849,7.7,25160
tt0048356,7.7,28567
tt0048728,7.4,83217
tt0048750,7.0,42593
tt0048960,6.7,30768
tt0049223,7.5,55173
tt0049261,7.6,43638
tt0049408,7.4,28620
tt0049452,6.2,4891
tt0049470,7.4,72267
tt0049513,7.3,23008
tt0049778,7.5,9315
tt0049833,7.9,80098
tt0049875,6.8,5478
tt0049934,6.7,11224
tt0050083,9.0,917634
tt0050212,8.1,240587
tt0050629,6.1,4038
tt0051201,8.4,148665
tt0051207,7.4,33180
tt0051380,5.1,6598
tt0051459,7.9,55099
tt0051622,7.1,26683
tt0052225,6.8,10432
tt0052311,7.9,112200
tt0052618,8.1,261554
tt0053125,8.3,358943
tt0053131,7.5,12145
tt0053285,7.2,165993
tt0053290,6.1,3959
tt0053291,8.2,293437
tt0053580,6.8,18563
tt0053604,8.3,207597
tt0053716,5.9,3891
tt0053793,7.7,13617
tt0053804,6.7,12043
tt0053925,6.9,16388
tt0054047,7.7,106188
tt0054167,7.6,41709
tt0054331,7.9,147325
tt0054698,7.5,197876
tt0054953,7.5,57321
tt0054997,7.9,88630
tt0055031,8.3,90513
tt0055047,7.0,9349
tt0055184,7.2,24376
tt0055256,7.8,23712
tt0055257,7.1,14163
tt0055279,6.5,1276
tt0055304,7.0,17409
tt0055312,7.1,8342
tt0055572,7.3,19736
tt0055608,6.0,6848
tt0055614,7.6,124291
tt0055798,7.8,20291
tt0055946,2.3,6234
tt0056085,7.1,24285
tt0056172,8.3,327370
tt0056193,7.5,112008
tt0056197,7.7,60933
tt0056217,8.1,85295
tt0056218,7.9,82254
tt0056241,8.1,21298
tt0056264,7.2,18558
tt0056592,8.3,341913
tt0056663,7.8,36302
tt0056800,6.7,7707
tt0056869,7.6,212101
tt0056923,7.8,89246
tt0056937,7.0,39018
tt0057007,6.7,10154
tt0057012,8.3,535729
tt0057115,8.2,266851
tt0057163,7.8,24882
tt0057193,7.5,48199
tt0057345,7.4,37269
tt0057449,6.5,14322
tt0057546,7.1,109987
tt0057869,7.6,27905
tt0058085,6.7,10686
tt0058329,7.1,55951
tt0058385,7.7,104593
tt0058404,7.6,13546
tt0058777,7.7,44307
tt0058946,8.1,70337
tt0059127,6.6,11353
tt0059243,7.2,20647
tt0059245,6.6,12396
tt0059418,6.7,9141
tt0059573,8.0,9873
tt0059797,7.0,9500
tt0059825,7.8,20410
tt0060196,8.8,847548
tt0060397,6.8,21626
tt0060490,6.8,11448
tt0060491,6.5,3803
tt0060665,7.7,38490
tt0060934,7.5,17121
tt0061107,6.6,30496
tt0061184,8.0,82134
tt0061452,5.0,33592
tt0061512,8.0,193882
tt0061523,6.1,7259
tt0061578,7.7,81382
tt0061584,6.2,10631
tt0061619,7.5,31879
tt0061747,7.0,45511
tt0061770,7.4,14539
tt0061809,7.9,30530
tt0061955,7.2,10804
tt0062138,7.3,24584
tt0062430,6.0,10203
tt0062467,7.7,35027
tt0062622,8.3,749025
tt0062711,5.9,39147
tt0062765,7.4,78476
tt0062794,6.9,7503
tt0062994,7.4,26182
tt0063035,5.6,14244
tt0063385,7.4,42877
tt0063442,8.0,204015
tt0063592,5.6,3641
tt0063642,6.4,2327
tt0064116,8.5,365753
tt0064406,5.7,639
tt0064418,7.0,17650
tt0064782,6.6,15469
tt0065054,6.9,7233
tt0065112,6.2,20342
tt0065207,7.6,65201
tt0065214,7.9,92677
tt0065446,7.2,10909
tt0065462,6.0,55597
tt0065528,7.1,27304
tt0065938,7.6,56039
tt0065988,7.5,38883
tt0066090,6.8,4488
tt0066115,4.5,3583
tt0066206,7.9,110765
tt0066249,7.0,14050
tt0066434,6.6,56070
tt0066473,7.5,38442
tt0066549,7.3,13443
tt0066601,6.9,17650
tt0066769,7.2,41864
tt0066808,6.9,38751
tt0066817,7.1,41928
tt0066826,6.3,2347
tt0066999,7.7,174215
tt0067065,6.3,42855
tt0067093,8.0,49641
tt0067741,6.6,21882
tt0067800,7.4,66205
tt0067992,7.8,235857
tt0068408,6.1,38975
tt0068421,7.4,16544
tt0068555,6.7,42685
tt0068611,7.4,51152
tt0068699,7.4,67046
tt0069257,6.0,3735
tt0069768,5.4,36502
tt0069976,6.9,6122
tt0070165,6.5,3931
tt0070379,7.2,123605
tt0070511,8.0,141773
tt0070518,7.2,22199
tt0070608,7.5,143876
tt0070666,7.7,140217
tt0070679,5.9,3337
tt0070707,7.1,45584
tt0071315,8.1,363054
tt0071360,7.7,129401
tt0071402,6.9,45788
tt0071562,9.0,1420450
tt0071577,6.4,27502
tt0072081,7.0,30913
tt0072226,6.7,20444
tt0072308,7.0,50130
tt0072665,5.3,1463
tt0072684,8.1,191749
tt0072761,5.7,3347
tt0072973,7.0,10196
tt0073092,7.2,12759
tt0073312,7.6,42140
tt0073317,5.2,1427
tt0073812,6.6,23440
tt0074119,7.9,130594
tt0074174,7.3,26097
tt0074279,5.5,5486
tt0074483,6.7,51038
tt0074512,6.8,25710
tt0074706,6.1,1517
tt0074751,6.0,36841
tt0074812,6.8,63072
tt0074860,7.4,72398
tt0074958,8.1,178080
tt0075029,7.8,82817
tt0075066,7.1,33143
tt0075223,6.9,22561
tt0075268,5.6,5291
tt0075648,5.8,13012
tt0075686,7.9,283302
tt0075784,7.4,64262
tt0075909,5.3,6091
tt0076009,3.8,29499
tt0076070,6.4,26090
tt0076141,6.6,24549
tt0076263,7.2,7794
tt0076299,6.9,11564
tt0076504,5.8,13948
tt0076716,6.4,9052
tt0076740,7.7,30544
tt0076809,3.8,4748
tt0076929,6.3,13600
tt0077369,6.3,19814
tt0077394,6.2,38557
tt0077413,7.3,42025
tt0077416,8.1,373698
tt0077530,6.2,12940
tt0077572,6.4,20480
tt0077588,6.3,18073
tt0077745,7.4,75316
tt0077766,5.8,87612
tt0077869,6.2,37668
tt0078346,7.4,195158
tt0078444,7.2,6389
tt0078480,7.5,41207
tt0078504,5.6,18114
tt0078723,5.8,37440
tt0078740,4.5,7236
tt0078748,8.5,1009534
tt0078788,8.4,737680
tt0078869,5.9,28985
tt0078902,7.7,26468
tt0078966,7.4,34390
tt0079116,7.6,154404
tt0079180,6.3,11915
tt0079336,7.3,10509
tt0079470,8.0,427885
tt0079574,6.3,112361
tt0079576,5.4,5261
tt0079758,5.6,6536
tt0079826,7.0,9547
tt0079945,6.4,99243
tt0080024,6.4,3831
tt0080120,7.5,114950
tt0080360,6.9,40034
tt0080365,6.3,30829
tt0080388,7.3,18852
tt0080421,5.5,10791
tt0080437,7.1,22080
tt0080455,7.9,221079
tt0080487,7.2,130611
tt0080491,5.3,40010
tt0080549,7.5,21205
tt0080661,7.1,52207
tt0080678,8.2,271129
tt0080745,6.5,63693
tt0080771,3.7,3569
tt0080855,6.7,18184
tt0080881,6.2,5416
tt0081071,6.9,13826
tt0081398,8.1,393593
tt0081439,5.7,1613
tt0081455,6.7,64372
tt0081505,8.4,1159711
tt0081554,7.2,24484
tt0081573,6.8,118471
tt0081633,6.9,71472
tt0081698,6.7,17624
tt0081747,4.6,3391
tt0081777,5.4,16053
tt0081974,6.9,15837
tt0082005,5.8,982
tt0082010,7.5,127736
tt0082085,7.4,68994
tt0082096,8.4,278001
tt0082136,6.2,41689
tt0082186,6.9,49247
tt0082198,6.9,167536
tt0082242,6.5,15733
tt0082288,6.6,20760
tt0082340,7.1,164720
tt0082348,7.3,69816
tt0082398,6.7,111535
tt0082406,7.2,105829
tt0082432,7.4,43105
tt0082464,6.8,1367
tt0082484,7.3,25170
tt0082497,5.5,6948
tt0082507,4.3,1744
tt0082517,6.8,56691
tt0082525,5.2,1256
tt0082648,4.9,2645
tt0082801,5.5,8941
tt0082817,6.3,22657
tt0082869,6.6,33541
tt0082894,6.5,6502
tt0082948,5.1,4524
tt0082979,7.3,25527
tt0083000,6.6,9987
tt0083001,6.1,4917
tt0083113,5.2,1887
tt0083131,6.8,82441
tt0083169,6.8,21020
tt0083193,7.6,1704
tt0083254,5.3,3132
tt0083284,6.6,34402
tt0083336,6.3,11955
tt0083511,6.9,89050
tt0083542,6.0,7383
tt0083564,6.6,51282
tt0083642,6.1,13885
tt0083658,8.1,850078
tt0083745,7.1,5350
tt0083767,6.8,55229
tt0083791,7.1,74178
tt0083929,7.1,120183
tt0083943,5.9,30217
tt0083944,7.7,287681
tt0083972,5.6,63711
tt0083987,8.0,243459
tt0084021,4.6,39713
tt0084156,5.8,1053
tt0084268,5.1,939
tt0084296,7.2,10401
tt0084472,4.1,3244
tt0084503,8.0,87489
tt0084649,7.5,47316
tt0084684,5.4,7104
tt0084707,7.5,54784
tt0084726,7.7,132235
tt0084749,5.5,8145
tt0084787,8.2,494073
tt0084805,7.4,118176
tt0084827,6.7,132801
tt0084855,7.7,48082
tt0084887,5.0,1617
tt0084917,7.1,29904
tt0085121,6.3,9985
tt0085255,6.4,24215
tt0085271,6.4,13750
tt0085382,6.1,53053
tt0085384,4.3,6974
tt0085407,7.2,80575
tt0085542,6.5,13603
tt0085636,5.2,64134
tt0085750,3.7,50148
tt0085780,5.7,15451
tt0085811,6.1,37616
tt0085862,6.3,14755
tt0085868,4.9,5497
tt0085891,5.3,2677
tt0085936,8.0,16529
tt0085995,7.3,123947
tt0086006,6.1,75049
tt0086034,6.5,116275
tt0086066,7.0,103433
tt0086129,5.0,13113
tt0086154,6.6,33022
tt0086197,7.8,67058
tt0086216,7.1,39538
tt0086250,8.3,957214
tt0086336,6.7,11240
tt0086346,5.5,6928
tt0086361,4.8,18109
tt0086383,6.6,50461
tt0086393,5.0,77321
tt0086405,6.1,885
tt0086429,6.9,7515
tt0086465,7.5,173697
tt0086491,6.4,42864
tt0086541,7.2,108001
tt0086567,7.1,115764
tt0086617,7.1,23785
tt0086619,6.6,16739
tt0086837,6.7,59181
tt0086879,8.4,446113
tt0086927,6.3,43642
tt0086955,3.8,6565
tt0086969,7.2,25803
tt0086984,6.8,41961
tt0086987,3.0,6242
tt0086993,7.0,32626
tt0087003,7.4,27480
tt0087015,5.6,14640
tt0087062,5.5,11304
tt0087078,5.9,87595
tt0087089,6.6,20327
tt0087182,6.3,187261
tt0087262,6.1,38228
tt0087277,6.6,97467
tt0087332,7.8,468326
tt0087344,6.1,7090
tt0087544,8.0,189591
tt0087553,7.8,61370
tt0087597,6.7,47832
tt0087781,7.4,53968
tt0087799,6.3,25485
tt0087884,8.1,130200
tt0087892,7.3,22090
tt0087957,6.5,25207
tt0087968,6.6,5433
tt0087981,6.0,8316
tt0087985,6.3,65787
tt0087995,6.8,43370
tt0088001,4.0,8308
tt0088007,6.3,8124
tt0088011,6.9,107283
tt0088103,4.9,5762
tt0088128,7.0,130996
tt0088146,7.2,11871
tt0088161,6.3,85803
tt0088170,6.6,88244
tt0088172,7.0,54706
tt0088178,8.7,22470
tt0088194,6.7,25819
tt0088206,4.4,24924
tt0088256,5.8,1992
tt0088258,7.9,150992
tt0088286,7.2,76121
tt0088323,7.3,163179
tt0088680,7.6,87627
tt0088814,6.3,42763
tt0088821,6.8,1471
tt0088850,6.5,44716
tt0088930,7.3,115304
tt0088939,7.7,100509
tt0088944,6.7,180778
tt0088993,7.1,76911
tt0089003,5.8,18251
tt0089015,7.1,7803
tt0089017,6.1,27370
tt0089092,6.8,53069
tt0089114,6.4,24429
tt0089155,6.9,59356
tt0089173,4.8,46471
tt0089175,7.0,83764
tt0089218,7.7,310949
tt0089243,4.4,4786
tt0089346,6.4,14173
tt0089370,6.1,64187
tt0089421,5.2,15579
tt0089457,6.9,53079
tt0089461,6.8,18527
tt0089469,6.3,75603
tt0089530,6.2,157588
tt0089603,7.9,15160
tt0089604,5.3,9796
tt0089643,7.0,7412
tt0089686,5.5,81468
tt0089730,5.6,18090
tt0089755,7.1,89128
tt0089791,7.0,60877
tt0089798,4.7,6303
tt0089826,4.8,9491
tt0089853,7.7,56740
tt0089880,6.5,188902
tt0089881,8.2,142455
tt0089885,7.1,74529
tt0089893,5.1,46164
tt0089907,7.3,73045
tt0089908,6.7,32228
tt0089913,5.3,7811
tt0089927,6.9,234240
tt0089941,7.2,34813
tt0089961,6.3,16515
tt0090065,6.5,2670
tt0090095,6.5,16971
tt0090264,6.3,108086
tt0090329,7.4,108618
tt0090350,6.8,18726
tt0090605,8.4,804643
tt0090633,6.9,59771
tt0090660,5.7,13162
tt0090670,6.9,19001
tt0090693,6.2,3390
tt0090728,7.2,159949
tt0090756,7.7,230161
tt0090856,5.1,7236
tt0090863,7.0,96556
tt0090887,6.1,41080
tt0090966,6.2,20660
tt0091064,7.6,213196
tt0091080,6.0,54040
tt0091083,6.6,33055
tt0091129,6.0,61432
tt0091149,7.1,56477
tt0091167,7.8,78739
tt0091187,6.8,50083
tt0091203,7.0,152297
tt0091209,7.2,55821
tt0091217,7.4,53995
tt0091225,4.8,52644
tt0091276,5.5,11262
tt0091344,4.0,7167
tt0091369,7.3,156580
tt0091419,7.1,90187
tt0091445,6.9,18111
tt0091472,6.1,7117
tt0091474,7.2,86224
tt0091499,5.4,37811
tt0091530,7.4,68107
tt0091541,6.4,64480
tt0091578,6.8,17919
tt0091605,7.7,122092
tt0091613,6.0,646
tt0091635,5.9,45211
tt0091671,5.7,3164
tt0091738,6.4,42417
tt0091757,6.0,9781
tt0091778,5.7,31442
tt0091828,5.6,39251
tt0091867,7.2,50093
tt0091954,7.0,35752
tt0091981,4.8,5172
tt0091993,5.7,16269
tt0092005,8.1,461220
tt0092007,7.3,93777
tt0092076,5.6,40619
tt0092106,7.2,43409
tt0092115,4.6,12209
tt0092147,5.9,7577
tt0092226,5.6,6568
tt0092240,5.9,20446
tt0092563,7.2,99295
tt0092618,7.1,22745
tt0092666,5.9,24952
tt0092675,6.8,98168
tt0092699,7.3,35244
tt0092746,5.6,11046
tt0092796,6.0,29473
tt0092925,6.0,38526
tt0092965,7.7,137954
tt0092974,5.5,12851
tt0092991,7.7,188769
tt0093058,8.2,817093
tt0093067,6.8,823
tt0093105,7.3,159277
tt0093191,7.9,80458
tt0093278,4.7,12456
tt0093300,3.0,51244
tt0093378,6.9,37785
tt0093389,7.7,115353
tt0093409,7.6,285419
tt0093428,6.7,109505
tt0093437,7.2,168809
tt0093493,6.0,37557
tt0093507,5.4,46133
tt0093509,7.9,9673
tt0093543,6.3,6291
tt0093560,6.9,37026
tt0093596,5.5,4612
tt0093624,6.1,20411
tt0093629,6.7,94777
tt0093640,7.1,50737
tt0093692,5.8,62054
tt0093737,5.4,8055
tt0093743,6.2,803
tt0093744,5.9,4785
tt0093771,6.3,6025
tt0093773,7.8,474047
tt0093777,6.7,52629
tt0093779,8.0,464012
tt0093793,6.2,13123
tt0093822,7.3,155329
tt0093870,7.6,294584
tt0093894,6.6,173610
tt0093936,6.5,38219
tt0093974,3.9,9678
tt0094008,6.1,12404
tt0094012,7.1,214065
tt0094074,3.7,54989
tt0094142,6.3,42429
tt0094169,4.9,1992
tt0094226,7.8,341561
tt0094291,7.3,169140
tt0094602,6.0,35775
tt0094612,5.6,13088
tt0094625,8.0,214420
tt0094631,6.3,17133
tt0094667,6.8,4342
tt0094701,5.6,4521
tt0094721,7.5,401038
tt0094737,7.3,249084
tt0094746,6.7,16984
tt0094761,6.7,46524
tt0094783,6.0,2542
tt0094812,7.0,61450
tt0094813,4.9,1500
tt0094862,6.7,124040
tt0094889,5.9,94637
tt0094890,5.4,17724
tt0094894,6.7,31261
tt0094898,7.1,231348
tt0094919,5.6,17628
tt0094924,6.9,11628
tt0094947,7.5,77240
tt0094964,7.2,56029
tt0095016,8.2,985309
tt0095107,5.7,13575
tt0095159,7.5,159203
tt0095174,6.8,59557
tt0095179,5.2,44678
tt0095253,6.6,53691
tt0095271,5.8,61370
tt0095294,6.4,58347
tt0095326,4.5,3718
tt0095488,6.1,16554
tt0095489,7.4,102643
tt0095497,7.5,65164
tt0095519,6.3,23482
tt0095593,6.2,20736
tt0095631,7.5,98708
tt0095647,7.8,119537
tt0095652,6.2,13625
tt0095687,5.4,28359
tt0095705,7.6,193159
tt0095756,4.9,2866
tt0095774,6.2,3630
tt0095776,6.6,54840
tt0095853,6.4,2372
tt0095863,6.4,17284
tt0095889,4.7,21500
tt0095895,7.2,9108
tt0095904,5.8,4987
tt0095925,6.2,29511
tt0095927,5.9,9506
tt0095956,5.8,144565
tt0095963,6.1,78567
tt0095990,5.7,22424
tt0096071,6.4,28482
tt0096193,5.7,4770
tt0096219,7.2,15094
tt0096256,7.2,153510
tt0096332,7.2,39579
tt0096378,5.7,5426
tt0096409,6.6,4532
tt0096438,7.7,224524
tt0096446,7.2,133252
tt0096463,6.8,64939
tt0096487,6.8,70480
tt0096734,6.8,86779
tt0096754,7.5,200332
tt0096764,7.1,58250
tt0096787,6.7,48384
tt0096794,6.4,33879
tt0096874,7.8,594637
tt0096926,6.2,6378
tt0096928,6.9,145274
tt0096933,6.6,61775
tt0097008,5.0,1183
tt0097027,7.1,49579
tt0097053,5.9,1240
tt0097116,6.4,5260
tt0097123,7.8,61884
tt0097142,6.3,5421
tt0097162,6.8,45692
tt0097216,8.0,117533
tt0097240,7.2,42288
tt0097257,5.5,26087
tt0097334,6.2,3223
tt0097366,6.1,23872
tt0097388,4.5,45442
tt0097428,6.6,232534
tt0097441,7.8,148711
tt0097474,4.9,49305
tt0097481,6.1,25811
tt0097523,6.4,171207
tt0097576,8.2,834513
tt0097626,6.1,11466
tt0097637,6.1,36454
tt0097659,6.4,63573
tt0097733,7.3,194739
tt0097737,5.8,25310
tt0097742,6.7,115461
tt0097757,7.6,300333
tt0097758,6.0,14754
tt0097770,6.4,47990
tt0097814,7.8,175697
tt0097815,7.2,79331
tt0097889,7.0,13377
tt0097958,7.5,234388
tt0097967,5.9,13080
tt0097981,5.0,53064
tt0097987,4.4,7275
tt0098084,6.5,119191
tt0098180,5.2,10175
tt0098206,6.7,106512
tt0098273,6.8,46727
tt0098282,6.8,60950
tt0098320,5.5,18500
tt0098382,5.5,65898
tt0098439,6.4,116991
tt0098471,6.2,13096
tt0098554,7.1,113679
tt0098575,7.0,14832
tt0098577,6.1,23043
tt0098627,6.4,65405
tt0098635,7.7,254160
tt0098663,6.1,17105
tt0098987,6.4,19687
tt0099044,5.9,46042
tt0099052,6.5,78161
tt0099088,7.5,497930
tt0099165,5.6,27497
tt0099253,6.0,60836
tt0099277,5.9,9314
tt0099329,6.5,66741
tt0099365,6.4,72360
tt0099371,6.1,99468
tt0099385,5.7,21869
tt0099422,6.2,67779
tt0099423,7.1,395343
tt0099487,7.9,544006
tt0099578,5.7,5185
tt0099582,6.6,95895
tt0099611,6.2,15053
tt0099674,7.6,437461
tt0099685,8.7,1315714
tt0099697,5.0,13293
tt0099700,6.4,116675
tt0099739,5.8,33355
tt0099740,5.9,17065
tt0099747,6.1,8749
tt0099810,7.5,221867
tt0099817,6.1,15228
tt0099871,7.4,122923
tt0099939,6.9,44811
tt0100029,6.2,41324
tt0100053,4.9,5485
tt0100114,5.9,25176
tt0100129,5.5,2764
tt0100140,6.7,37944
tt0100150,7.7,145449
tt0100157,7.8,248424
tt0100168,6.7,14179
tt0100201,6.4,13843
tt0100240,5.1,28201
tt0100258,6.8,47069
tt0100260,6.5,27582
tt0100332,8.2,19108
tt0100395,6.7,20351
tt0100403,6.3,190280
tt0100477,6.8,49011
tt0100502,5.8,96207
tt0100507,5.4,155313
tt0100514,5.9,30212
tt0100594,6.7,14232
tt0100666,5.3,4071
tt0100680,6.3,8858
tt0100740,6.2,20097
tt0100802,7.5,366074
tt0100814,7.2,157613
tt0100828,6.1,16117
tt0100935,7.2,106896
tt0101272,6.9,190206
tt0101371,6.1,3687
tt0101373,6.8,3627
tt0101393,6.7,90526
tt0101410,7.6,131996
tt0101412,4.2,3722
tt0101507,7.8,161322
tt0101516,6.8,31931
tt0101540,7.3,225562
tt0101587,6.8,65464
tt0101597,7.0,3168
tt0101615,2.9,10651
tt0101700,7.5,91985
tt0101701,5.8,9883
tt0101746,6.9,6064
tt0101757,6.3,39653
tt0101761,7.2,101849
tt0101764,5.6,45587
tt0101775,6.0,32607
tt0101786,6.5,14893
tt0101889,7.5,93605
tt0101902,6.4,6249
tt0101917,4.7,53162
tt0102005,6.1,23791
tt0102034,4.2,49168
tt0102057,6.8,281262
tt0102059,6.7,120215
tt0102070,5.7,61979
tt0102116,6.9,10048
tt0102138,8.0,175593
tt0102175,6.6,20139
tt0102266,7.0,115836
tt0102395,4.4,7079
tt0102411,5.7,6423
tt0102460,5.9,9963
tt0102510,6.9,126196
tt0102526,6.6,40399
tt0102536,7.7,68439
tt0102558,5.1,28696
tt0102603,6.5,35309
tt0102614,6.1,26720
tt0102631,6.6,3252
tt0102655,6.0,5078
tt0102685,7.3,212373
tt0102687,6.3,5230
tt0102713,6.8,20537
tt0102729,5.8,7938
tt0102749,5.9,2418
tt0102753,6.5,5719
tt0102757,6.3,6201
tt0102782,5.2,22378
tt0102798,6.9,214921
tt0102802,6.0,11028
tt0102803,6.6,63562
tt0102818,6.2,3308
tt0102849,5.4,5355
tt0102900,6.5,12011
tt0102915,6.1,21535
tt0102945,6.3,68191
tt0102975,7.2,82841
tt0103007,5.7,6730
tt0103060,6.0,62460
tt0103064,8.6,1224233
tt0103074,7.6,182211
tt0103241,7.0,76383
tt0103247,6.7,23261
tt0103594,6.4,33926
tt0103644,6.4,338933
tt0103759,7.0,50208
tt0103772,7.1,230261
tt0103776,7.1,338623
tt0103859,5.6,32341
tt0103873,7.5,106455
tt0103874,7.4,254568
tt0103893,5.7,51523
tt0103919,6.7,104710
tt0103924,5.8,23674
tt0103956,5.2,48661
tt0103962,4.4,3318
tt0103976,6.5,5798
tt0103977,5.1,1124
tt0104006,5.7,8597
tt0104009,4.8,25778
tt0104070,6.7,140848
tt0104107,6.9,8427
tt0104109,6.8,485
tt0104231,6.6,70143
tt0104257,7.7,300339
tt0104348,7.7,121275
tt0104376,5.1,1857
tt0104389,6.7,50857
tt0104409,5.5,36478
tt0104418,6.0,5736
tt0104437,4.9,48044
tt0104549,6.3,19026
tt0104573,7.0,31689
tt0104691,7.6,196034
tt0104692,5.4,40567
tt0104694,7.4,125118
tt0104714,6.7,183321
tt0104779,7.2,44369
tt0104797,7.7,105919
tt0104815,6.8,72933
tt0104850,6.0,27938
tt0104868,6.6,73935
tt0104928,5.9,6460
tt0104952,7.6,148601
tt0105017,7.4,13171
tt0105078,5.3,2146
tt0105104,5.9,52036
tt0105112,6.8,124156
tt0105128,4.9,24301
tt0105151,7.5,68391
tt0105211,6.9,14608
tt0105217,6.1,18088
tt0105219,6.3,10734
tt0105226,7.0,26664
tt0105323,8.0,347888
tt0105378,6.7,18498
tt0105399,6.4,13305
tt0105414,6.4,43734
tt0105417,6.5,112925
